impl_key,effect_slug,source_path,clause,role,aspect,resource,observed_text,implied_text,inference_kind,description,operator,value_si,si_unit,value_text,confidence,notes,updated
ideal-gas-pressure:consistency_gap:underived-k-and-d,ideal-gas-pressure,library/ideal-gas-pressure.md,consistency_gap,gap,scale,length,"QSA does not derive k or the hard-sphere molecular diameter from node rules. The Knudsen buffer is relative (λ/L), not a fixed nanometre stack.",Both k and molecular size are taken from the descriptive relations and from sizes measured elsewhere.,open,"The relative path buffer is located; k and d are not derived. That is a gap, not a contradiction.",,,,k and d taken; no universal L,medium,File-level mapping is Medium.,2026-08-17
ideal-gas-pressure:emergent_output:p-nkt,ideal-gas-pressure,library/ideal-gas-pressure.md,emergent_output,output,output,other,"A dilute gas in a closed vessel exerts a steady, uniform wall load P = nkT (or PV = NkT).","The stable output is the averaged wall load P = nkT and, when Kn is small, a continuum hydrodynamic field built from that average.",relabel,Ideal-gas pressure is the averaged momentum transfer of a thermal population onto a wall.,,,,P = nkT,high,k is defined. Do not extract k as a machine constant. Ideal-gas P and continuum hydro are not the same artifact; this entry owns the wall load and the Kn failure.,2026-08-17
ideal-gas-pressure:energy_barrier:no-latch,ideal-gas-pressure,library/ideal-gas-pressure.md,energy_barrier,requirement,barrier,energy,"None holding a latched state. Operating resources are density, an equilibration window, and an apparatus larger than λ.","Pressure is averaged momentum flux, not a stored configuration.",envelope,Ideal-gas pressure has no energy barrier that stores a state.,,,,"no latch; n, window, L ≳ λ",medium,Ionization removes the neutral population this envelope assumes. Cross-cite ionization-threshold.,2026-08-17
ideal-gas-pressure:failure_mode:count-scatter,ideal-gas-pressure,library/ideal-gas-pressure.md,failure_mode,failure,capacity,node_count,N too small in the sampled volume or window → the manometer reading jitters and P = nkT is not a stable output.,"Same 1/√N count buffer as the temperature entry, now on the wall-load average.",envelope,"Too few independent impacts and the pressure reading is scatter, not P = nkT.",,,,scatter ∼ N^{-1/2},medium,"Cross-cite thermal-equilibrium-temperature. Virial / liquid corrections at high density are a different envelope, not this Knudsen or count failure.",2026-08-17
ideal-gas-pressure:failure_mode:knudsen,ideal-gas-pressure,library/ideal-gas-pressure.md,failure_mode,failure,scale,dimensionless,"When Kn ≳ 1, continuum hydro and a local P field collapse; the wall load is a ballistic rain. Conventional bands put slip near Kn ∼ 10^{-2}–10^{-1} and free-molecular flow for Kn ≳ 1.","L has dropped through λ, or n has been lowered until λ exceeds L. A free-molecular beam can still deliver a time-averaged force; it does not support sound as a local mode.",envelope,The continuum reading dies when the apparatus is no longer large compared with the mean free path.,min,,,Kn ≳ 1,high,The exact Kn at which a given gauge is declared invalid is a convention; the existence of the λ/L ∼ 1 collapse is not. Speed of sound owns the continuum mode that requires Kn ≪ 1.,2026-08-17
ideal-gas-pressure:hardware_scale:count-buffer,ideal-gas-pressure,library/ideal-gas-pressure.md,hardware_scale,requirement,capacity,node_count,Relative fluctuation of the count in a sub-volume scales as N^{-1/2}. A cubic micrometre of standard-density air still holds ∼10^7 molecules. There is no single universal N at which pressure begins.,P as a stable reading requires enough independent impacts in the gauge window that the mean is not scatter-dominated.,envelope,The count buffer is statistical and gradual in 1/√N. It is not the Knudsen cliff.,,,,count scatter ∼ N^{-1/2}; no universal N,medium,A cube of side ∼λ still holds of order 10^3–10^4. Count scatter and Kn ≳ 1 are not the same cliff.,2026-08-17
ideal-gas-pressure:hardware_scale:knudsen-path,ideal-gas-pressure,library/ideal-gas-pressure.md,hardware_scale,requirement,scale,length,Continuum hydrodynamics fails when Kn = λ/L is no longer small. The load-bearing cliff is Kn ≳ 1. λ is of order 65 nm in standard air and scales as 1/n.,Continuum P(r) requires L ≳ λ. That length tracks density; it is tens of nanometres in standard air and centimetres to metres in a rough vacuum. It is not a material constant.,envelope,"The spatial buffer is relative (λ/L), not a fixed nanometre stack.",,,,L ≳ λ (Kn ≲ 1); λ tracks 1/n,medium,Slip around Kn ∼ 10^{-2}–10^{-1} is an engineering convention. Do not rewrite λ ∼ 65 nm as a universal hardware stack.,2026-08-17
ionization-threshold:clock_latency:opening,ionization-threshold,library/ionization-threshold.md,clock_latency,requirement,latency,time,"Optical / UV photoionization tracks the electromagnetic cycle of the ionizing photon. Electron-impact ionization is set by the collision duration. Neither is a laboratory-scale latency. Recombination times in a dilute gas can be long; that is the closing clock of the ionized state, not the opening of I.","Opening latency is not a laboratory clock. Recombination is decay of the output, not the gate.",envelope,"The conversion, when allowed, is already complete on any laboratory clock.",,,,optical/collision opening; recombination is closing,high,No numerical opening time is given; do not invent a cycle period from the Lyman limit.,2026-08-17
ionization-threshold:consistency_gap:underived-i,ionization-threshold,library/ionization-threshold.md,consistency_gap,gap,threshold,energy,QSA takes I from the handbook. For hydrogen the Rydberg formula already is the closed description of the ladder; for many-electron atoms the number is measured.,"Many-electron I is taken, not derived from a more primitive node rule. The collapse E < I does not depend on that derivation.",open,Hydrogen’s ladder is closed by the Rydberg formula; other species’ I is a measured specification.,,,,I taken (many-electron); H Rydberg closed,medium,File-level mapping remains High. Molecular appearance potentials can sit above the adiabatic I when the Franck–Condon factor at threshold is small.,2026-08-17
ionization-threshold:emergent_output:series-limit,ionization-threshold,library/ionization-threshold.md,emergent_output,output,output,energy,The Rydberg series of the species converges to I; the photoionization continuum opens at that limit. For H the Lyman limit is ≈ 91.2 nm.,"A species-specific series limit and a free-charge yield that turns on at I, plus whatever plasma or chemical sequels the freed charges support.",relabel,The machine’s stable product is the ionization limit plus the above-threshold free-charge yield. Remove the drive and the charges return.,eq,2.179e-18,J,I (H 13.598 eV; Lyman 91.2 nm),high,The ionized population is not a latched state.,2026-08-17
ionization-threshold:energy_barrier:ionization-energy,ionization-threshold,library/ionization-threshold.md,energy_barrier,requirement,threshold,energy,Atomic first ionization: H I = 13.598 eV; He I = 24.587 eV. H2 I ≈ 15.43 eV. The Lyman limit is hc/I ≈ 91.2 nm.,"I is the load-bearing gate. Photons, projectiles, or a thermal tail are interchangeable opening resources for that one barrier.",relabel,Ionization is the cleanest single-node photoelectric-class energy gate. Not a latch; the electron leaves.,eq,2.179e-18,J,H I = 13.598 eV,high,value_si is hydrogen. He 24.587 eV and H2 15.43 eV sit in the same tens-of-eV class. Pair production is rest-mass creation and must not be folded into I.,2026-08-17
ionization-threshold:failure_mode:missing-species,ionization-threshold,library/ionization-threshold.md,failure_mode,failure,scale,node_count,"If the atom is already stripped of that electron, that particular gate is gone; a deeper gate may remain.","Missing hardware closes that named ionization step. Multi-electron atoms are a ladder of gates, not one reusable cliff.",envelope,An already-empty valence slot cannot open I of that charge state.,,,,electron already stripped; deeper I may remain,high,Inner-shell rungs are filed as x-ray-absorption-edge.,2026-08-17
ionization-threshold:failure_mode:under-threshold,ionization-threshold,library/ionization-threshold.md,failure_mode,failure,threshold,energy,"Below I this conversion does not occur. A cold atomic hydrogen cell does not conduct. At room temperature kT ≈ 0.026 eV, so I/kT ~ 500 for hydrogen: the thermal tail does not ionize a cold gas.","Under-threshold input (hν, projectile KE, or the relevant scale of kT) is the non-occurrence of the conversion. That is the collapse of the effect.",relabel,Below I the gas stays neutral in this channel.,max,2.179e-18,J,E < I,high,"Residual conductivity of a real gas is then impurities, cosmic-ray seeds, or other channels — not opening I.",2026-08-17
ionization-threshold:hardware_scale:single-atom,ionization-threshold,library/ionization-threshold.md,hardware_scale,requirement,scale,node_count,One atom or molecule is the hardware for one conversion. There is no collective buffer that must be filled before a single ionization can happen.,"A macroscopic ionized gas is the summed output of a large population. Density enters later as recombination, screening, and avalanches — sequels, not the gate.",relabel,Negative spatial-buffer spec: the gate is single-particle.,eq,1.0,1,N = 1 atom or molecule,high,Dielectric-breakdown owns the many-body field avalanche that uses this gate as a step.,2026-08-17
johnson-nyquist-noise:clock_latency:bandwidth-and-thermal,johnson-nyquist-noise,library/johnson-nyquist-noise.md,clock_latency,requirement,speed,frequency,"Two clocks: observation bandwidth Δf, and the thermal electromagnetic / electronic clock kT/h (≈ 6.25 THz at 300 K; tens of gigahertz at a few kelvin). The classical envelope fails when hf is no longer small compared with kT.",Narrowing Δf is a longer average and kills the integrated variance. Drive or observation above kT/h leaves the classical Nyquist formula for the high-frequency envelope.,envelope,Classical 4kTR is an averaging-window statement below kT/h.,,,,Δf; kT/h (≈ 6.25 THz at 300 K),medium,"h and k are defined. 6.25 THz is arithmetic, not an extracted machine clock. Ordinary audio and RF sit far below kT/h at 300 K; cryogenic microwave work does not.",2026-08-17
johnson-nyquist-noise:consistency_gap:no-volume-zero-point,johnson-nyquist-noise,library/johnson-nyquist-noise.md,consistency_gap,gap,scale,volume,"The mapping does not supply a resistor-volume cliff, and the data do not demand one. The high-frequency form is kept as an envelope; whether an hf/2 term is an available voltage on a given bench is not settled by this entry.","Zero-point arguments about what a voltmeter can extract at T=0 are omitted. That is a recorded gap in interpretation, not a gap in the T→0 / Δf→0 collapse class.",open,"No volume cliff is extracted, and zero-point voltage is not filed as a QSA output.",,,,no volume cliff; zero-point omitted,medium,File-level mapping is Medium.,2026-08-17
